,From,To
2191,S29A4_HUMAN,SLC29A4
2192,S35A5_HUMAN,SLC35A5
2193,S35F4_HUMAN,SLC35F4
2194,S36A1_HUMAN,SLC36A1
2195,S36A2_HUMAN,SLC36A2
2196,S36A3_HUMAN,SLC36A3
2197,S36A4_HUMAN,SLC36A4
2198,S38A1_HUMAN,SLC38A1
2199,S38A2_HUMAN,SLC38A2
2200,S38A4_HUMAN,SLC38A4
2201,S38A5_HUMAN,SLC38A5
2202,S38A8_HUMAN,SLC38A8
2203,S38A9_HUMAN,SLC38A9
2204,S38AB_HUMAN,SLC38A11
2205,S39A2_HUMAN,SLC39A2
2206,S39A4_HUMAN,SLC39A4
2207,S39A5_HUMAN,SLC39A5
2208,S39A6_HUMAN,SLC39A6
2209,S39A8_HUMAN,SLC39A8
2210,S39A9_HUMAN,SLC39A9
2211,S39AA_HUMAN,SLC39A10
2212,S39AC_HUMAN,SLC39A12
2213,S39AE_HUMAN,SLC39A14
2214,S40A1_HUMAN,SLC40A1
2215,S41A1_HUMAN,SLC41A1
2216,S41A2_HUMAN,SLC41A2
2217,S41A3_HUMAN,SLC41A3
2218,S43A3_HUMAN,SLC43A3
2219,S45A2_HUMAN,SLC45A2
2220,S45A4_HUMAN,SLC45A4
2221,S46A3_HUMAN,SLC46A3
2222,S47A1_HUMAN,SLC47A1
2223,S4A10_HUMAN,SLC4A10
2224,S4A4_HUMAN,SLC4A4
2225,S4A5_HUMAN,SLC4A5
2226,S4A7_HUMAN,SLC4A7
2227,S4A8_HUMAN,SLC4A8
2228,S52A1_HUMAN,SLC52A1
2229,S52A2_HUMAN,SLC52A2
2230,S52A3_HUMAN,SLC52A3
2231,S6A11_HUMAN,SLC6A11
2232,S6A12_HUMAN,SLC6A12
2233,S6A13_HUMAN,SLC6A13
2234,S6A14_HUMAN,SLC6A14
2235,S6A15_HUMAN,SLC6A15
2236,S6A16_HUMAN,SLC6A16
2237,S6A17_HUMAN,SLC6A17
2238,S6A18_HUMAN,SLC6A18
2239,S6A19_HUMAN,SLC6A19
2240,S6A20_HUMAN,SLC6A20
2241,S7A14_HUMAN,SLC7A14
2242,SACA1_HUMAN,SPACA1
2243,SACA4_HUMAN,SPACA4
2244,SATT_HUMAN,SLC1A4
2245,SC5A1_HUMAN,SLC5A1
2246,SC5A2_HUMAN,SLC5A2
2247,SC5A3_HUMAN,SLC5A3
2248,SC5A4_HUMAN,SLC5A4
2249,SC5A5_HUMAN,SLC5A5
2250,SC5A6_HUMAN,SLC5A6
2251,SC5A7_HUMAN,SLC5A7
2252,SC5A8_HUMAN,SLC5A8
2253,SC5A9_HUMAN,SLC5A9
2254,SC5AA_HUMAN,SLC5A10
2255,SC5AB_HUMAN,SLC5A11
2256,SC5AC_HUMAN,SLC5A12
2257,SC6A1_HUMAN,SLC6A1
2258,SC6A2_HUMAN,SLC6A2
2259,SC6A3_HUMAN,SLC6A3
2260,SC6A4_HUMAN,SLC6A4
2261,SC6A5_HUMAN,SLC6A5
2262,SC6A6_HUMAN,SLC6A6
2263,SC6A7_HUMAN,SLC6A7
2264,SC6A8_HUMAN,SLC6A8
2265,SC6A9_HUMAN,SLC6A9
2266,SCAP_HUMAN,SCAP
2267,SCAR5_HUMAN,SCARA5
2268,SCF_HUMAN,KITLG
2269,SCN1A_HUMAN,SCN1A
2270,SCN1B_HUMAN,SCN1B
2271,SCN2A_HUMAN,SCN2A
2272,SCN2B_HUMAN,SCN2B
2273,SCN3A_HUMAN,SCN3A
2274,SCN3B_HUMAN,SCN3B
2275,SCN4A_HUMAN,SCN4A
2276,SCN4B_HUMAN,SCN4B
2277,SCN5A_HUMAN,SCN5A
2278,SCN7A_HUMAN,SCN7A
2279,SCN8A_HUMAN,SCN8A
2280,SCN9A_HUMAN,SCN9A
2281,SCNAA_HUMAN,SCN10A
2282,SCNBA_HUMAN,SCN11A
2283,SCNNA_HUMAN,SCNN1A
2284,SCNNB_HUMAN,SCNN1B
2285,SCNND_HUMAN,SCNN1D
2286,SCNNG_HUMAN,SCNN1G
2287,SCRB1_HUMAN,SCARB1
2288,SCRB2_HUMAN,SCARB2
2289,SCTM1_HUMAN,SECTM1
2290,SCTR_HUMAN,SCTR
2291,SDC1_HUMAN,SDC1
2292,SDC2_HUMAN,SDC2
2293,SDK1_HUMAN,SDK1
2294,SDK2_HUMAN,SDK2
2295,SE6L2_HUMAN,SEZ6L2
2296,SELPL_HUMAN,SELPLG
2297,SEM4A_HUMAN,SEMA4A
2298,SEM4B_HUMAN,SEMA4B
2299,SEM4C_HUMAN,SEMA4C
2300,SEM4D_HUMAN,SEMA4D
2301,SEM4F_HUMAN,SEMA4F
2302,SEM4G_HUMAN,SEMA4G
2303,SEM5A_HUMAN,SEMA5A
2304,SEM5B_HUMAN,SEMA5B
2305,SEM6A_HUMAN,SEMA6A
2306,SEM6B_HUMAN,SEMA6B
2307,SEM6C_HUMAN,SEMA6C
2308,SEM6D_HUMAN,SEMA6D
2309,SEM7A_HUMAN,SEMA7A
2310,SEPR_HUMAN,FAP
2311,SERC1_HUMAN,SERINC1
2312,SERC2_HUMAN,SERINC2
2313,SERC3_HUMAN,SERINC3
2314,SERC4_HUMAN,SERINC4
2315,SERC5_HUMAN,SERINC5
2316,SEZ6_HUMAN,SEZ6
2317,SGCA_HUMAN,SGCA
2318,SGCB_HUMAN,SGCB
2319,SGCD_HUMAN,SGCD
2320,SGCE_HUMAN,SGCE
2321,SGCZ_HUMAN,SGCZ
2322,SHPS1_HUMAN,SIRPA
2323,SHSA4_HUMAN,SHISA4
2324,SHSA6_HUMAN,SHISA6
2325,SHSA7_HUMAN,SHISA7
2326,SHSA8_HUMAN,SHISA8
2327,SHSA9_HUMAN,SHISA9
2328,SIDT1_HUMAN,SIDT1
2329,SIDT2_HUMAN,SIDT2
2330,SIG10_HUMAN,SIGLEC10
2331,SIG11_HUMAN,SIGLEC11
2332,SIG12_HUMAN,SIGLEC12
2333,SIG14_HUMAN,SIGLEC14
2334,SIG15_HUMAN,SIGLEC15
2335,SIG16_HUMAN,SIGLEC16
2336,SIGIR_HUMAN,SIGIRR
2337,SIGL1_HUMAN,SIGLECL1
2338,SIGL5_HUMAN,SIGLEC5
2339,SIGL6_HUMAN,SIGLEC6
2340,SIGL7_HUMAN,SIGLEC7
2341,SIGL8_HUMAN,SIGLEC8
2342,SIGL9_HUMAN,SIGLEC9
2343,SIRB1_HUMAN,SIRPB1
2344,SIRB2_HUMAN,SIRPB2
2345,SIRBL_HUMAN,SIRPB1
2346,SIRPG_HUMAN,SIRPG
2347,SIT1_HUMAN,SIT1
2348,SL9A1_HUMAN,SLC9A1
2349,SL9A2_HUMAN,SLC9A2
2350,SL9A3_HUMAN,SLC9A3
2351,SL9A6_HUMAN,SLC9A6
2352,SL9A7_HUMAN,SLC9A7
2353,SLAF1_HUMAN,SLAMF1
2354,SLAF5_HUMAN,CD84
2355,SLAF6_HUMAN,SLAMF6
2356,SLAF7_HUMAN,SLAMF7
2357,SLAF8_HUMAN,SLAMF8
2358,SLAF9_HUMAN,SLAMF9
2359,SLC31_HUMAN,SLC3A1
2360,SLIK1_HUMAN,SLITRK1
2361,SLIK2_HUMAN,SLITRK2
2362,SLIK3_HUMAN,SLITRK3
2363,SLIK4_HUMAN,SLITRK4
2364,SLIK5_HUMAN,SLITRK5
2365,SLIK6_HUMAN,SLITRK6
2366,SMO_HUMAN,SMO
2367,SN_HUMAN,SIGLEC1
2368,SO1A2_HUMAN,SLCO1A2
2369,SO1B1_HUMAN,SLCO1B1
2370,SO1B3_HUMAN,SLCO1B3
2371,SO1B7_HUMAN,SLCO1B7
2372,SO1C1_HUMAN,SLCO1C1
2373,SO2A1_HUMAN,SLCO2A1
2374,SO2B1_HUMAN,SLCO2B1
2375,SO3A1_HUMAN,SLCO3A1
2376,SO4A1_HUMAN,SLCO4A1
2377,SO4C1_HUMAN,SLCO4C1
2378,SO5A1_HUMAN,SLCO5A1
2379,SO6A1_HUMAN,SLCO6A1
2380,SOAT_HUMAN,SLC10A6
2381,SORC1_HUMAN,SORCS1
2382,SORC2_HUMAN,SORCS2
2383,SORC3_HUMAN,SORCS3
2384,SORL_HUMAN,SORL1
2385,SORT_HUMAN,SORT1
2386,SPIT2_HUMAN,SPINT2
2387,SPNS2_HUMAN,SPNS2
2388,SPNS3_HUMAN,SPNS3
2389,SPP2A_HUMAN,SPPL2A
2390,SPP2B_HUMAN,SPPL2B
2391,SPP2C_HUMAN,SPPL2C
2392,SPRN_HUMAN,SPRN
2393,SPX3_HUMAN,SLC37A3
2394,SRCRM_HUMAN,SCART1
2395,SREC2_HUMAN,SCARF2
2396,SREC_HUMAN,SCARF1
2397,SSPN_HUMAN,SSPN
2398,SSR1_HUMAN,SSTR1
2399,SSR2_HUMAN,SSTR2
2400,SSR3_HUMAN,SSTR3
2401,SSR4_HUMAN,SSTR4
2402,SSR5_HUMAN,SSTR5
2403,SSRA_HUMAN,SSR1
2404,STAB1_HUMAN,STAB1
2405,STAB2_HUMAN,STAB2
2406,STEA4_HUMAN,STEAP4
2407,STIM1_HUMAN,STIM1
2408,STS_HUMAN,STS
2409,STT3B_HUMAN,STT3B
2410,SUCO_HUMAN,SUCO
2411,SUCR1_HUMAN,SUCNR1
2412,SUSD1_HUMAN,SUSD1
2413,SUSD2_HUMAN,SUSD2
2414,SUSD3_HUMAN,SUSD3
2415,SUSD4_HUMAN,SUSD4
2416,SUSD5_HUMAN,SUSD5
2417,SV2A_HUMAN,SV2A
2418,SV2B_HUMAN,SV2B
2419,SV2C_HUMAN,SV2C
2420,SVOPL_HUMAN,SVOPL
2421,SYCY1_HUMAN,ERVW-1
2422,SYCY2_HUMAN,ERVFRD-1
2423,SYNPR_HUMAN,SYNPR
2424,SYPH_HUMAN,SYP
2425,SYPL1_HUMAN,SYPL1
2426,T106A_HUMAN,TMEM106A
2427,T106B_HUMAN,TMEM106B
2428,T131L_HUMAN,TMEM131L
2429,T132A_HUMAN,TMEM132A
2430,T132B_HUMAN,TMEM132B
2431,T132C_HUMAN,TMEM132C
2432,T132D_HUMAN,TMEM132D
2433,T132E_HUMAN,TMEM132E
2434,T150A_HUMAN,TMEM150A
2435,T150B_HUMAN,TMEM150B
2436,T161A_HUMAN,TMEM161A
2437,T178A_HUMAN,TMEM178A
2438,T178B_HUMAN,TMEM178B
2439,T179B_HUMAN,TMEM179B
2440,T184A_HUMAN,TMEM184A
2441,T255A_HUMAN,TMEM255A
2442,T255B_HUMAN,TMEM255B
2443,T2R10_HUMAN,TAS2R10
2444,T2R14_HUMAN,TAS2R14
2445,T2R16_HUMAN,TAS2R16
2446,T2R19_HUMAN,TAS2R19
2447,T2R20_HUMAN,TAS2R20
2448,T2R30_HUMAN,TAS2R30
2449,T2R38_HUMAN,TAS2R38
2450,T2R39_HUMAN,TAS2R39
2451,T2R46_HUMAN,TAS2R46
2452,T4S18_HUMAN,TM4SF18
2453,T4S1_HUMAN,TM4SF1
2454,T4S20_HUMAN,TM4SF20
2455,T4S4_HUMAN,TM4SF4
2456,T4S5_HUMAN,TM4SF5
2457,TA2R1_HUMAN,TAS2R1
2458,TA2R3_HUMAN,TAS2R3
2459,TA2R4_HUMAN,TAS2R4
2460,TA2R7_HUMAN,TAS2R7
2461,TA2R8_HUMAN,TAS2R8
2462,TA2R9_HUMAN,TAS2R9
2463,TA2R_HUMAN,TBXA2R
2464,TAAR1_HUMAN,TAAR1
2465,TAAR2_HUMAN,TAAR2
2466,TAAR5_HUMAN,TAAR5
2467,TAAR6_HUMAN,TAAR6
2468,TAAR8_HUMAN,TAAR8
2469,TAAR9_HUMAN,TAAR9
2470,TACD2_HUMAN,TACSTD2
2471,TACT_HUMAN,CD96
2472,TARM1_HUMAN,TARM1
2473,TDGF1_HUMAN,TDGF1
2474,TECT2_HUMAN,TCTN2
2475,TECT3_HUMAN,TCTN3
2476,TECTA_HUMAN,TECTA
2477,TECTB_HUMAN,TECTB
2478,TEFF1_HUMAN,TMEFF1
2479,TEFF2_HUMAN,TMEFF2
2480,TEN1_HUMAN,TENM1
2481,TEN2_HUMAN,TENM2
2482,TEN3_HUMAN,TENM3
2483,TEN4_HUMAN,TENM4
2484,TEST_HUMAN,PRSS21
2485,TFPI1_HUMAN,TFPI
2486,TF_HUMAN,F3
2487,TGBR3_HUMAN,TGFBR3
2488,TGFA_HUMAN,TGFA
2489,TGFR1_HUMAN,TGFBR1
2490,TGFR2_HUMAN,TGFBR2
2491,TGON2_HUMAN,TGOLN2
2492,THS7A_HUMAN,THSD7A
2493,THS7B_HUMAN,THSD7B
2494,THSD1_HUMAN,THSD1
2495,THY1_HUMAN,THY1
2496,TIE1_HUMAN,TIE1
2497,TIE2_HUMAN,TEK
2498,TIGIT_HUMAN,TIGIT
2499,TIKI1_HUMAN,TRABD2A
2500,TIKI2_HUMAN,TRABD2B
2501,TIMD4_HUMAN,TIMD4
2502,TIP_HUMAN,ITFG1
2503,TLR10_HUMAN,TLR10
2504,TLR1_HUMAN,TLR1
2505,TLR2_HUMAN,TLR2
2506,TLR3_HUMAN,TLR3
2507,TLR4_HUMAN,TLR4
2508,TLR5_HUMAN,TLR5
2509,TLR6_HUMAN,TLR6
2510,TLR7_HUMAN,TLR7
2511,TLR8_HUMAN,TLR8
2512,TLR9_HUMAN,TLR9
2513,TM104_HUMAN,TMEM104
2514,TM108_HUMAN,TMEM108
2515,TM114_HUMAN,TMEM114
2516,TM116_HUMAN,TMEM116
2517,TM11B_HUMAN,TMPRSS11B
2518,TM11D_HUMAN,TMPRSS11D
2519,TM11E_HUMAN,TMPRSS11E
2520,TM140_HUMAN,TMEM140
2521,TM145_HUMAN,TMEM145
2522,TM154_HUMAN,TMEM154
2523,TM158_HUMAN,TMEM158
2524,TM171_HUMAN,TMEM171
2525,TM182_HUMAN,TMEM182
2526,TM204_HUMAN,TMEM204
2527,TM213_HUMAN,TMEM213
2528,TM217_HUMAN,TMEM217
2529,TM219_HUMAN,TMEM219
2530,TM225_HUMAN,TMEM225
2531,TM231_HUMAN,TMEM231
2532,TM235_HUMAN,TMEM235
2533,TM245_HUMAN,TMEM245
2534,TM7S3_HUMAN,TM7SF3
2535,TM87A_HUMAN,TMEM87A
2536,TM87B_HUMAN,TMEM87B
2537,TM9S1_HUMAN,TM9SF1
2538,TM9S2_HUMAN,TM9SF2
2539,TM9S3_HUMAN,TM9SF3
2540,TM9S4_HUMAN,TM9SF4
2541,TMC7_HUMAN,TMC7
2542,TMCO3_HUMAN,TMCO3
2543,TMED7_HUMAN,TMED7
2544,TMEM9_HUMAN,TMEM9
2545,TMIG1_HUMAN,TMIGD1
2546,TMIG2_HUMAN,TMIGD2
2547,TMM25_HUMAN,TMEM25
2548,TMM26_HUMAN,TMEM26
2549,TMM62_HUMAN,TMEM62
2550,TMM8B_HUMAN,TMEM8B
2551,TMM95_HUMAN,TMEM95
2552,TMM9B_HUMAN,TMEM9B
2553,TMPS5_HUMAN,TMPRSS5
2554,TMPS6_HUMAN,TMPRSS6
2555,TMPSD_HUMAN,TMPRSS13
2556,TMX3_HUMAN,TMX3
2557,TMX4_HUMAN,TMX4
2558,TN13B_HUMAN,TNFSF13B
2559,TNF11_HUMAN,TNFSF11
2560,TNF15_HUMAN,TNFSF15
2561,TNF18_HUMAN,TNFSF18
2562,TNFL4_HUMAN,TNFSF4
2563,TNFL6_HUMAN,FASLG
2564,TNFL8_HUMAN,TNFSF8
2565,TNR11_HUMAN,TNFRSF11A
2566,TNR14_HUMAN,TNFRSF14
2567,TNR16_HUMAN,NGFR
2568,TNR17_HUMAN,TNFRSF17
2569,TNR18_HUMAN,TNFRSF18
2570,TNR19_HUMAN,TNFRSF19
2571,TNR1A_HUMAN,TNFRSF1A
2572,TNR1B_HUMAN,TNFRSF1B
2573,TNR21_HUMAN,TNFRSF21
2574,TNR25_HUMAN,TNFRSF25
2575,TNR27_HUMAN,EDA2R
2576,TNR3_HUMAN,LTBR
2577,TNR4_HUMAN,TNFRSF4
2578,TNR5_HUMAN,CD40
2579,TNR6_HUMAN,FAS
2580,TNR8_HUMAN,TNFRSF8
2581,TNR9_HUMAN,TNFRSF9
2582,TPBGL_HUMAN,TPBGL
2583,TPBG_HUMAN,TPBG
2584,TPC1_HUMAN,TPCN1
2585,TPOR_HUMAN,MPL
2586,TPRA1_HUMAN,TPRA1
2587,TR10A_HUMAN,TNFRSF10A
2588,TR10C_HUMAN,TNFRSF10C
2589,TR10D_HUMAN,TNFRSF10D
2590,TR13B_HUMAN,TNFRSF13B
2591,TR19L_HUMAN,RELT
2592,TRAT1_HUMAN,TRAT1
2593,TRBM_HUMAN,THBD
2594,TREA_HUMAN,TREH
2595,TREM1_HUMAN,TREM1
2596,TREM2_HUMAN,TREM2
2597,TRFM_HUMAN,MELTF
2598,TRFR_HUMAN,TRHR
2599,TRGC2_HUMAN,TRGC2
2600,TRHDE_HUMAN,TRHDE
2601,TRIL_HUMAN,TRIL
2602,TRML2_HUMAN,TREML2
2603,TRPV2_HUMAN,TRPV2
2604,TRPV4_HUMAN,TRPV4
2605,TRPV5_HUMAN,TRPV5
2606,TRPV6_HUMAN,TRPV6
2607,TRYG1_HUMAN,TPSG1
2608,TS1R1_HUMAN,TAS1R1
2609,TS1R2_HUMAN,TAS1R2
2610,TS1R3_HUMAN,TAS1R3
2611,TSCOT_HUMAN,SLC46A2
2612,TSHR_HUMAN,TSHR
2613,TSN11_HUMAN,TSPAN11
2614,TSN13_HUMAN,TSPAN13
2615,TSN14_HUMAN,TSPAN14
2616,TSN15_HUMAN,TSPAN15
2617,TSN17_HUMAN,TSPAN17
2618,TSN18_HUMAN,TSPAN18
2619,TSN1_HUMAN,TSPAN1
2620,TSN2_HUMAN,TSPAN2
2621,TSN31_HUMAN,TSPAN31
2622,TSN33_HUMAN,TSPAN33
2623,TSN3_HUMAN,TSPAN3
2624,TSN4_HUMAN,TSPAN4
2625,TSN5_HUMAN,TSPAN5
2626,TSN6_HUMAN,TSPAN6
2627,TSN7_HUMAN,TSPAN7
2628,TSN8_HUMAN,TSPAN8
2629,TSN9_HUMAN,TSPAN9
2630,TTYH1_HUMAN,TTYH1
2631,TTYH2_HUMAN,TTYH2
2632,TTYH3_HUMAN,TTYH3
2633,TUTLA_HUMAN,IGSF9
2634,TUTLB_HUMAN,IGSF9B
2635,TX101_HUMAN,TEX101
2636,TXD15_HUMAN,TXNDC15
2637,TYRO3_HUMAN,TYRO3
2638,TYRO_HUMAN,TYR
2639,TYRP1_HUMAN,TYRP1
2640,TYRP2_HUMAN,DCT
2641,UBAC2_HUMAN,UBAC2
2642,UFO_HUMAN,AXL
2643,UN93A_HUMAN,UNC93A
2644,UN93B_HUMAN,UNC93B1
2645,UNC5A_HUMAN,UNC5A
2646,UNC5B_HUMAN,UNC5B
2647,UNC5C_HUMAN,UNC5C
2648,UNC5D_HUMAN,UNC5D
2649,UPAR_HUMAN,PLAUR
2650,UPK1A_HUMAN,UPK1A
2651,UPK1B_HUMAN,UPK1B
2652,UPK2_HUMAN,UPK2
2653,UPK3A_HUMAN,UPK3A
2654,UPK3B_HUMAN,UPK3B
2655,UPK3L_HUMAN,UPK3BL1
2656,UR2R_HUMAN,UTS2R
2657,UROL1_HUMAN,UMODL1
2658,UROM_HUMAN,UMOD
2659,USH2A_HUMAN,USH2A
2660,UT1_HUMAN,SLC14A1
2661,UT2_HUMAN,SLC14A2
2662,V1AR_HUMAN,AVPR1A
2663,V1BR_HUMAN,AVPR1B
2664,V2R_HUMAN,AVPR2
2665,VACHT_HUMAN,SLC18A3
2666,VASN_HUMAN,VASN
2667,VCAM1_HUMAN,VCAM1
2668,VGFR1_HUMAN,FLT1
2669,VGFR2_HUMAN,KDR
2670,VGFR3_HUMAN,FLT4
2671,VGLU1_HUMAN,SLC17A7
2672,VGLU2_HUMAN,SLC17A6
2673,VGLU3_HUMAN,SLC17A8
2674,VIAAT_HUMAN,SLC32A1
2675,VIPR1_HUMAN,VIPR1
2676,VIPR2_HUMAN,VIPR2
2677,VLDLR_HUMAN,VLDLR
2678,VMAT1_HUMAN,SLC18A1
2679,VMAT2_HUMAN,SLC18A2
2680,VN1R1_HUMAN,VN1R1
2681,VN1R2_HUMAN,VN1R2
2682,VN1R3_HUMAN,VN1R3
2683,VN1R4_HUMAN,VN1R4
2684,VNN1_HUMAN,VNN1
2685,VNN2_HUMAN,VNN2
2686,VPP2_HUMAN,ATP6V0A2
2687,VPP3_HUMAN,TCIRG1
2688,VS10L_HUMAN,VSIG10L
2689,VSI10_HUMAN,VSIG10
2690,VSIG1_HUMAN,VSIG1
2691,VSIG2_HUMAN,VSIG2
2692,VSIG8_HUMAN,VSIG8
2693,VSTM1_HUMAN,VSTM1
2694,VSTM4_HUMAN,VSTM4
2695,VSTM5_HUMAN,VSTM5
2696,VTCN1_HUMAN,VTCN1
2697,X3CL1_HUMAN,CX3CL1
2698,XCR1_HUMAN,XCR1
2699,XKR3_HUMAN,XKR3
2700,XPP2_HUMAN,XPNPEP2
2701,YLAT2_HUMAN,SLC7A6
2702,ZACN_HUMAN,ZACN
2703,ZAN_HUMAN,ZAN
2704,ZDH11_HUMAN,ZDHHC11
2705,ZDHC5_HUMAN,ZDHHC5
2706,ZFY27_HUMAN,ZFYVE27
2707,ZH11B_HUMAN,ZDHHC11B
2708,ZNRF4_HUMAN,ZNRF4
2709,ZNT1_HUMAN,SLC30A1
2710,ZP1_HUMAN,ZP1
2711,ZP2_HUMAN,ZP2
2712,ZP3_HUMAN,ZP3
2713,ZP4_HUMAN,ZP4
2714,ZPLD1_HUMAN,ZPLD1
